symptoms_text,disease_id
"persistent pelvic pain, severe abnormal bleeding, moderate pain during intercourse",31
"severe fever, mild body pain, chills",14
"persistent red patches, moderate dry skin, moderate scaling, persistent itchy skin",51
"mild confusion, persistent memory loss",26
"moderate joint pain, severe muscle pain, mild headache, severe rash",4
"red eyes, severe rash, severe fever",37
"severe stiffness, mild reduced mobility, persistent swelling, persistent joint pain",21
"nausea, mild stomach pain, mild heartburn",28
"chronic cough, persistent fatigue, severe shortness of breath",42
"blackheads, mild skin inflammation, persistent oily skin",52
"severe jaundice, mild abdominal pain, mild fatigue",23
"persistent fatigue, mild weight loss",8
"mild persistent cough, moderate chest pain, persistent weight loss",49
"severe hard stools, mild abdominal discomfort, mild bloating",16
"mild chest pain, severe shortness of breath",49
"mild chest pain, persistent chronic cough, moderate fever, night sweats",3
"moderate joint pain, mild reduced mobility, stiffness, swelling",21
"persistent bloating, abdominal discomfort",16
"moderate rash, severe muscle pain, mild headache, persistent high fever, mild joint pain",4
"watery diarrhea, vomiting, persistent severe dehydration",9
"persistent productive cough, moderate difficulty breathing, persistent fever",15
"mild vomiting, severe stomach cramps",18
"severe weight loss, severe persistent abdominal pain, persistent loss of appetite",47
"moderate nausea, persistent fatigue, severe jaundice",24
"persistent weight loss, persistent night sweats, persistent fatigue",45
"severe fever, skin rash, persistent joint pain, severe fatigue",33
"swelling, reduced mobility",21
"severe dehydration, moderate abdominal cramps",7
"frequent infections, severe weight loss",45
"chills, severe fever, body pain, mild cough",14
"mild breast pain, persistent skin changes, nipple discharge",30
"circular rash, moderate itching, severe scaly skin, severe hair loss",35
"weakness, persistent shortness of breath",0
"mild scaly skin, persistent circular rash, persistent itching, severe hair loss",35
"mild nasal congestion, moderate post nasal drip",17
"severe fever, moderate red eyes, moderate joint pain, moderate rash",37
"moderate confusion, mild abdominal swelling, easy bruising",25
"severe itching, mild weight loss, moderate abdominal swelling",48
"severe shortness of breath, severe rapid heartbeat, persistent dizziness, moderate pale skin",0
"mild fatigue, severe rapid heartbeat",0
"mouth ulcers, moderate difficulty swallowing, severe oral pain",46
"persistent blurred vision, mild excessive thirst, mild frequent urination",1
"persistent weight loss, severe stunted growth, severe poor appetite",8
"moderate fever, persistent chest pain",15
"nasal congestion, severe headache, severe facial pain, persistent post nasal drip",17
persistent chills,14
"persistent weight loss, itching, persistent jaundice",48
"mild fatigue, moderate loss of appetite, severe nausea, severe jaundice",24
moderate heartburn,28
"moderate cold intolerance, fatigue, persistent weight gain",40
"persistent irregular periods, mild acne, persistent excess hair growth",39
"moderate heat intolerance, weight loss, tremors",41
"persistent hard stools, moderate bloating",16
"mild blurred vision, severe cloudy vision, persistent night vision difficulty",44
"severe joint pain, high fever, persistent rash",4
"severe headache, mild skin rash, bleeding gums, moderate joint pain",5
"blackheads, moderate skin inflammation, pimples, oily skin",52
"headache, mild muscle pain, mild rash, severe high fever",4
"severe liver discomfort, mild upper abdominal pain, severe weight gain",20
"moderate leg cramps, moderate watery diarrhea, mild severe dehydration",9
"persistent difficulty swallowing, oral pain, persistent mouth ulcers",46
"mild scaly skin, persistent circular rash",35
"mild headache, moderate joint pain",4
"severe heartburn, severe nausea, persistent stomach pain, mild bloating",28
"moderate jaundice, mild abdominal swelling, persistent weight loss, severe itching",48
"moderate joint pain, severe fever, red eyes, mild rash",37
"persistent dizziness, mild confusion",22
"moderate skin rash, mild severe headache, severe bleeding gums, mild joint pain, persistent high fever",5
"moderate abdominal pain, severe loss of appetite",6
"moderate vision loss, moderate distorted vision, persistent blurred vision, mild difficulty seeing",11
"abdominal pain, persistent jaundice, mild dark urine",23
"mild bloating, severe heartburn, moderate stomach pain, severe nausea",28
"persistent abdominal swelling, mild jaundice, mild itching, severe weight loss",48
"severe cloudy vision, blurred vision, night vision difficulty",44
"persistent heat intolerance, severe palpitations, persistent weight loss",41
"severe fatigue, liver discomfort, upper abdominal pain, persistent weight gain",20
severe muscle pain,38
"moderate skin rash, severe fatigue, moderate joint pain, mild fever",33
"severe weight loss, mild poor appetite, persistent stunted growth, fatigue",8
"joint pain, moderate severe headache, moderate bleeding gums, mild high fever",5
"weight gain, moderate fatigue",40
"mild dry skin, mild fatigue, mild cold intolerance, moderate weight gain",40
"mild vomiting, persistent severe dehydration, watery diarrhea",9
"bloating, moderate heartburn, mild stomach pain, moderate nausea",28
"muscle pain, severe rash, persistent high fever, mild joint pain, persistent headache",4
"persistent pelvic pain, moderate abnormal bleeding, severe pain during intercourse",31
"persistent pelvic pain, severe abnormal bleeding, pain during intercourse",31
"slow wound healing, severe excessive thirst, mild blurred vision, moderate fatigue, persistent frequent urination",1
"persistent nausea, persistent burning stomach pain",27
"mild hard stools, mild abdominal discomfort, persistent bloating",16
"mild muscle pain, mild chills, fever, mild headache",38
"persistent jaundice, itching, weight loss",48
"severe diarrhea, vomiting, persistent stomach cramps, nausea",18
"persistent hair loss, persistent itching, moderate scaly skin, moderate circular rash",35
"persistent fatigue, moderate fever, severe chest pain, persistent productive cough",15
"severe high body temperature, severe confusion, persistent dizziness",22
"fever, persistent chest pain, persistent night sweats",3
"persistent mouth ulcers, moderate difficulty swallowing, oral pain",46
"severe dizziness, mild weakness, persistent fatigue, persistent shortness of breath, severe pale skin",0
"mild nausea, persistent stomach pain",28
"moderate weight gain, upper abdominal pain, mild fatigue, persistent liver discomfort",20
"severe chest tightness, moderate coughing, shortness of breath, severe wheezing",13
"mild dizziness, rapid heartbeat, severe fatigue, mild weakness",0
"moderate abdominal swelling, moderate jaundice, mild weight loss",48
"moderate fatigue, persistent night sweats, weight loss, moderate frequent infections",45
"severe tooth loss, moderate joint pain, bleeding gums, severe weakness",34
"severe chest pain, severe productive cough",15
"mild blurred vision, persistent cloudy vision",44
"mild dizziness, persistent dry skin, severe high body temperature",22
"nausea, moderate jaundice, severe fatigue, severe loss of appetite",24
"persistent nausea, persistent fatigue, persistent loss of appetite",24
"moderate abdominal pain, persistent dark urine, persistent fatigue",23
"persistent fatigue, severe weight gain",40
"fever, mild loss of appetite, persistent weakness",6
"moderate easy bruising, mild abdominal swelling",25
"persistent fatigue, moderate skin rash, severe fever",33
"anal pain, moderate bleeding during bowel movements, persistent itching",50
"persistent difficulty thinking, severe personality changes, severe confusion, severe memory loss",26
"severe persistent cough, persistent shortness of breath, severe weight loss",49
"severe vision loss, difficulty seeing, moderate blurred vision",11
"mild heartburn, mild bloating, persistent stomach pain",28
"stiffness, persistent joint pain",21
"oily skin, severe blackheads",52
"moderate fatigue, moderate frequent urination, mild excessive thirst",1
"severe dehydration, persistent leg cramps",9
"persistent fever, severe difficulty breathing",15
"chest pain, moderate fever, severe chronic cough, severe weight loss",3
"moderate poor appetite, mild stunted growth",8
"difficulty seeing, mild distorted vision, severe blurred vision",11
"severe tremors, persistent weight loss, mild palpitations",41
"severe joint pain, mild weakness, persistent bleeding gums",34
"persistent burning urination, moderate pelvic pain, frequent urination",32
"mild jaundice, severe itching, persistent weight loss",48
"moderate pimples, persistent oily skin, blackheads, moderate skin inflammation",52
"moderate bleeding gums, severe headache, mild skin rash, severe joint pain",5
"moderate circular rash, persistent itching, persistent scaly skin",35
"moderate scaly skin, mild itching, severe skin redness",19
"reduced urination, mild dark urine, severe dry mouth, moderate thirst",10
"persistent dizziness, moderate shortness of breath, moderate nosebleeds, moderate headache",2
"severe sore throat, persistent cough, mild chills",14
"mild skin rash, joint pain, moderate severe headache",5
"severe fatigue, severe blurred vision, slow wound healing",1
"oily skin, severe pimples, blackheads",52
"persistent tooth loss, weakness, bleeding gums, moderate joint pain",34
"moderate itching, mild red eyes, mild gritty sensation",12
"persistent fatigue, abdominal pain, jaundice, moderate dark urine",23
"persistent scaly skin, severe circular rash, mild hair loss, itching",35
"moderate loose stools, severe abdominal cramps",7
"persistent weight loss, moderate loss of appetite",47
"persistent swelling, reduced mobility, severe stiffness, persistent joint pain",21
"severe abnormal bleeding, severe pain during intercourse, severe pelvic pain",31
"mild tremors, severe heat intolerance, persistent weight loss",41
